	MA	gene_name	gene_name2	ensembl-gene	ensembl-transcript
0	MA0002.1	RUNX1	RUNX1	ENSG00000159216	['ENST00000300305', 'ENST00000344691', 'ENST00000358356', 'ENST00000399237', 'ENST00000399240', 'ENST00000416754', 'ENST00000437180', 'ENST00000455571', 'ENST00000460207', 'ENST00000467577', 'ENST00000467692', 'ENST00000468726', 'ENST00000469087', 'ENST00000475045', 'ENST00000479325', 'ENST00000482318', 'ENST00000494829']
1	MA0003.1	TFAP2A	TFAP2A	ENSG00000137203	['ENST00000319516', 'ENST00000379608', 'ENST00000379613', 'ENST00000461628', 'ENST00000462727', 'ENST00000464323', 'ENST00000465858', 'ENST00000466073', 'ENST00000473652', 'ENST00000474952', 'ENST00000475264', 'ENST00000478375', 'ENST00000482890', 'ENST00000486038', 'ENST00000488193', 'ENST00000489805', 'ENST00000490875', 'ENST00000497266', 'ENST00000498450']
2	MA0003.2	TFAP2A	TFAP2A	ENSG00000137203	['ENST00000319516', 'ENST00000379608', 'ENST00000379613', 'ENST00000461628', 'ENST00000462727', 'ENST00000464323', 'ENST00000465858', 'ENST00000466073', 'ENST00000473652', 'ENST00000474952', 'ENST00000475264', 'ENST00000478375', 'ENST00000482890', 'ENST00000486038', 'ENST00000488193', 'ENST00000489805', 'ENST00000490875', 'ENST00000497266', 'ENST00000498450']
3	MA0003.3	TFAP2A	TFAP2A	ENSG00000137203	['ENST00000319516', 'ENST00000379608', 'ENST00000379613', 'ENST00000461628', 'ENST00000462727', 'ENST00000464323', 'ENST00000465858', 'ENST00000466073', 'ENST00000473652', 'ENST00000474952', 'ENST00000475264', 'ENST00000478375', 'ENST00000482890', 'ENST00000486038', 'ENST00000488193', 'ENST00000489805', 'ENST00000490875', 'ENST00000497266', 'ENST00000498450']
4	MA0007.2	AR	AR	ENSG00000169083	['ENST00000374690', 'ENST00000396043', 'ENST00000396044', 'ENST00000504326', 'ENST00000513847', 'ENST00000514029', 'ENST00000612010', 'ENST00000612452', 'ENST00000613054']
5	MA0009.2	T	T	ENSG00000164458	['ENST00000296946', 'ENST00000366871', 'ENST00000366876', 'ENST00000461348']
6	MA0014.2	PAX5	PAX5	ENSG00000196092	['ENST00000358127', 'ENST00000377840', 'ENST00000377847', 'ENST00000377852', 'ENST00000377853', 'ENST00000414447', 'ENST00000446742', 'ENST00000520083', 'ENST00000520154', 'ENST00000520281', 'ENST00000522003', 'ENST00000522932', 'ENST00000523145', 'ENST00000523241', 'ENST00000523493', 'ENST00000524340', 'ENST00000651199', 'ENST00000651550']
7	MA0014.3	PAX5	PAX5	ENSG00000196092	['ENST00000358127', 'ENST00000377840', 'ENST00000377847', 'ENST00000377852', 'ENST00000377853', 'ENST00000414447', 'ENST00000446742', 'ENST00000520083', 'ENST00000520154', 'ENST00000520281', 'ENST00000522003', 'ENST00000522932', 'ENST00000523145', 'ENST00000523241', 'ENST00000523493', 'ENST00000524340', 'ENST00000651199', 'ENST00000651550']
8	MA0017.1	NR2F1	NR2F1	ENSG00000175745	['ENST00000327111', 'ENST00000502982', 'ENST00000506162', 'ENST00000512697', 'ENST00000615873', 'ENST00000644230', 'ENST00000647447']
9	MA0017.2	NR2F1	NR2F1	ENSG00000175745	['ENST00000327111', 'ENST00000502982', 'ENST00000506162', 'ENST00000512697', 'ENST00000615873', 'ENST00000644230', 'ENST00000647447']
10	MA0018.1	CREB1	CREB1	ENSG00000118260	['ENST00000353267', 'ENST00000414681', 'ENST00000418081', 'ENST00000421139', 'ENST00000430624', 'ENST00000432329', 'ENST00000445803', 'ENST00000446449', 'ENST00000448277', 'ENST00000451164', 'ENST00000452474', 'ENST00000455757', 'ENST00000457101', 'ENST00000464407', 'ENST00000480189', 'ENST00000494094', 'ENST00000494983']
11	MA0018.2	CREB1	CREB1	ENSG00000118260	['ENST00000353267', 'ENST00000414681', 'ENST00000418081', 'ENST00000421139', 'ENST00000430624', 'ENST00000432329', 'ENST00000445803', 'ENST00000446449', 'ENST00000448277', 'ENST00000451164', 'ENST00000452474', 'ENST00000455757', 'ENST00000457101', 'ENST00000464407', 'ENST00000480189', 'ENST00000494094', 'ENST00000494983']
12	MA0018.3	CREB1	CREB1	ENSG00000118260	['ENST00000353267', 'ENST00000414681', 'ENST00000418081', 'ENST00000421139', 'ENST00000430624', 'ENST00000432329', 'ENST00000445803', 'ENST00000446449', 'ENST00000448277', 'ENST00000451164', 'ENST00000452474', 'ENST00000455757', 'ENST00000457101', 'ENST00000464407', 'ENST00000480189', 'ENST00000494094', 'ENST00000494983']
13	MA0024.1	E2F1	E2F1	ENSG00000101412	ENST00000343380
14	MA0024.2	E2F1	E2F1	ENSG00000101412	ENST00000343380
15	MA0024.3	E2F1	E2F1	ENSG00000101412	ENST00000343380
16	MA0025.1	NFIL3	NFIL3	ENSG00000165030	ENST00000297689
17	MA0027.2	EN1	EN1	ENSG00000163064	['ENST00000295206', 'ENST00000546667']
18	MA0028.1	ELK1	ELK1	ENSG00000126767	['ENST00000247161', 'ENST00000343894', 'ENST00000376983', 'ENST00000468956']
19	MA0028.2	ELK1	ELK1	ENSG00000126767	['ENST00000247161', 'ENST00000343894', 'ENST00000376983', 'ENST00000468956']
20	MA0030.1	FOXF2	FOXF2	ENSG00000137273	['ENST00000259806', 'ENST00000645481']
21	MA0031.1	FOXD1	FOXD1	ENSG00000251493	['ENST00000513595', 'ENST00000615637']
22	MA0032.1	FOXC1	FOXC1	ENSG00000054598	['ENST00000380874', 'ENST00000645831']
23	MA0032.2	FOXC1	FOXC1	ENSG00000054598	['ENST00000380874', 'ENST00000645831']
24	MA0033.1	FOXL1	FOXL1	ENSG00000176678	['ENST00000320241', 'ENST00000593625']
25	MA0033.2	FOXL1	FOXL1	ENSG00000176678	['ENST00000320241', 'ENST00000593625']
26	MA0036.1	GATA2	GATA2	ENSG00000179348	['ENST00000341105', 'ENST00000430265', 'ENST00000487848', 'ENST00000489987', 'ENST00000492608', 'ENST00000498200']
27	MA0036.2	GATA2	GATA2	ENSG00000179348	['ENST00000341105', 'ENST00000430265', 'ENST00000487848', 'ENST00000489987', 'ENST00000492608', 'ENST00000498200']
28	MA0036.3	GATA2	GATA2	ENSG00000179348	['ENST00000341105', 'ENST00000430265', 'ENST00000487848', 'ENST00000489987', 'ENST00000492608', 'ENST00000498200']
29	MA0037.1	GATA3	GATA3	ENSG00000107485	['ENST00000346208', 'ENST00000379328', 'ENST00000461472', 'ENST00000481743', 'ENST00000643001', 'ENST00000645492']
30	MA0037.2	GATA3	GATA3	ENSG00000107485	['ENST00000346208', 'ENST00000379328', 'ENST00000461472', 'ENST00000481743', 'ENST00000643001', 'ENST00000645492']
31	MA0037.3	GATA3	GATA3	ENSG00000107485	['ENST00000346208', 'ENST00000379328', 'ENST00000461472', 'ENST00000481743', 'ENST00000643001', 'ENST00000645492']
32	MA0039.3	KLF4	KLF4	ENSG00000136826	['ENST00000374672', 'ENST00000411706', 'ENST00000420475', 'ENST00000493306', 'ENST00000497048', 'ENST00000610832']
33	MA0042.1	FOXI1	FOXI1	ENSG00000168269	['ENST00000306268', 'ENST00000449804']
34	MA0042.2	FOXI1	FOXI1	ENSG00000168269	['ENST00000306268', 'ENST00000449804']
35	MA0043.1	HLF	HLF	ENSG00000108924	['ENST00000226067', 'ENST00000430986', 'ENST00000570962', 'ENST00000572002', 'ENST00000572234', 'ENST00000573020', 'ENST00000573422', 'ENST00000573945', 'ENST00000575307', 'ENST00000575345', 'ENST00000575868']
36	MA0043.2	HLF	HLF	ENSG00000108924	['ENST00000226067', 'ENST00000430986', 'ENST00000570962', 'ENST00000572002', 'ENST00000572234', 'ENST00000573020', 'ENST00000573422', 'ENST00000573945', 'ENST00000575307', 'ENST00000575345', 'ENST00000575868']
37	MA0046.2	HNF1A	HNF1A	ENSG00000135100	['ENST00000257555', 'ENST00000400024', 'ENST00000402929', 'ENST00000535955', 'ENST00000538626', 'ENST00000538646', 'ENST00000540108', 'ENST00000541395', 'ENST00000541924', 'ENST00000543255', 'ENST00000543427', 'ENST00000544413', 'ENST00000544574', 'ENST00000560968', 'ENST00000615446', 'ENST00000617366']
38	MA0048.1	NHLH1	NHLH1	ENSG00000171786	ENST00000302101
39	MA0048.2	NHLH1	NHLH1	ENSG00000171786	ENST00000302101
40	MA0050.1	IRF1	IRF1	ENSG00000125347	['ENST00000245414', 'ENST00000405885', 'ENST00000437654', 'ENST00000439555', 'ENST00000458069', 'ENST00000459982', 'ENST00000463784', 'ENST00000472045', 'ENST00000476613', 'ENST00000493208', 'ENST00000613424']
41	MA0050.2	IRF1	IRF1	ENSG00000125347	['ENST00000245414', 'ENST00000405885', 'ENST00000437654', 'ENST00000439555', 'ENST00000458069', 'ENST00000459982', 'ENST00000463784', 'ENST00000472045', 'ENST00000476613', 'ENST00000493208', 'ENST00000613424']
42	MA0051.1	IRF2	IRF2	ENSG00000168310	['ENST00000393593', 'ENST00000502750', 'ENST00000504340', 'ENST00000505067', 'ENST00000506230', 'ENST00000507523', 'ENST00000509274', 'ENST00000510814', 'ENST00000512020']
43	MA0052.1	MEF2A	MEF2A	ENSG00000068305	['ENST00000338042', 'ENST00000354410', 'ENST00000449277', 'ENST00000557785', 'ENST00000557942', 'ENST00000558049', 'ENST00000558812', 'ENST00000558856', 'ENST00000558983', 'ENST00000559036', 'ENST00000559903', 'ENST00000560493', 'ENST00000561125']
44	MA0052.2	MEF2A	MEF2A	ENSG00000068305	['ENST00000338042', 'ENST00000354410', 'ENST00000449277', 'ENST00000557785', 'ENST00000557942', 'ENST00000558049', 'ENST00000558812', 'ENST00000558856', 'ENST00000558983', 'ENST00000559036', 'ENST00000559903', 'ENST00000560493', 'ENST00000561125']
45	MA0052.3	MEF2A	MEF2A	ENSG00000068305	['ENST00000338042', 'ENST00000354410', 'ENST00000449277', 'ENST00000557785', 'ENST00000557942', 'ENST00000558049', 'ENST00000558812', 'ENST00000558856', 'ENST00000558983', 'ENST00000559036', 'ENST00000559903', 'ENST00000560493', 'ENST00000561125']
46	MA0056.1	MZF1	MZF1	ENSG00000099326	['ENST00000215057', 'ENST00000594108', 'ENST00000594234', 'ENST00000595245', 'ENST00000596039', 'ENST00000599369', 'ENST00000600004', 'ENST00000600048']
47	MA0057.1	MZF1(var.2)	MZF1	ENSG00000099326	['ENST00000215057', 'ENST00000594108', 'ENST00000594234', 'ENST00000595245', 'ENST00000596039', 'ENST00000599369', 'ENST00000600004', 'ENST00000600048']
48	MA0058.1	MAX	MAX	ENSG00000125952	['ENST00000246163', 'ENST00000284165', 'ENST00000341653', 'ENST00000358402', 'ENST00000358664', 'ENST00000394606', 'ENST00000553928', 'ENST00000553951', 'ENST00000554709', 'ENST00000555419', 'ENST00000555667', 'ENST00000555932', 'ENST00000556443', 'ENST00000556702', 'ENST00000556892', 'ENST00000556979', 'ENST00000557277', 'ENST00000557746', 'ENST00000618858', 'ENST00000651648']
49	MA0058.2	MAX	MAX	ENSG00000125952	['ENST00000246163', 'ENST00000284165', 'ENST00000341653', 'ENST00000358402', 'ENST00000358664', 'ENST00000394606', 'ENST00000553928', 'ENST00000553951', 'ENST00000554709', 'ENST00000555419', 'ENST00000555667', 'ENST00000555932', 'ENST00000556443', 'ENST00000556702', 'ENST00000556892', 'ENST00000556979', 'ENST00000557277', 'ENST00000557746', 'ENST00000618858', 'ENST00000651648']
50	MA0058.3	MAX	MAX	ENSG00000125952	['ENST00000246163', 'ENST00000284165', 'ENST00000341653', 'ENST00000358402', 'ENST00000358664', 'ENST00000394606', 'ENST00000553928', 'ENST00000553951', 'ENST00000554709', 'ENST00000555419', 'ENST00000555667', 'ENST00000555932', 'ENST00000556443', 'ENST00000556702', 'ENST00000556892', 'ENST00000556979', 'ENST00000557277', 'ENST00000557746', 'ENST00000618858', 'ENST00000651648']
51	MA0059.1	MAX::MYC	MAX	ENSG00000125952	['ENST00000246163', 'ENST00000284165', 'ENST00000341653', 'ENST00000358402', 'ENST00000358664', 'ENST00000394606', 'ENST00000553928', 'ENST00000553951', 'ENST00000554709', 'ENST00000555419', 'ENST00000555667', 'ENST00000555932', 'ENST00000556443', 'ENST00000556702', 'ENST00000556892', 'ENST00000556979', 'ENST00000557277', 'ENST00000557746', 'ENST00000618858', 'ENST00000651648']
52	MA0060.1	NFYA	NFYA	ENSG00000001167	['ENST00000341376', 'ENST00000353205']
53	MA0060.2	NFYA	NFYA	ENSG00000001167	['ENST00000341376', 'ENST00000353205']
54	MA0060.3	NFYA	NFYA	ENSG00000001167	['ENST00000341376', 'ENST00000353205']
55	MA0062.1	GABPA	GABPA	ENSG00000154727	['ENST00000354828', 'ENST00000400075', 'ENST00000487266']
56	MA0065.1	PPARG::RXRA	PPARG	ENSG00000132170	['ENST00000287820', 'ENST00000309576', 'ENST00000396999', 'ENST00000397000', 'ENST00000397010', 'ENST00000397012', 'ENST00000397015', 'ENST00000397023', 'ENST00000397026', 'ENST00000397029', 'ENST00000438682', 'ENST00000455517', 'ENST00000477039', 'ENST00000497594', 'ENST00000643197', 'ENST00000643888', 'ENST00000644622', 'ENST00000650650', 'ENST00000650761', 'ENST00000650840', 'ENST00000651735', 'ENST00000651826', 'ENST00000652098', 'ENST00000652431', 'ENST00000652522']
57	MA0066.1	PPARG	PPARG	ENSG00000132170	['ENST00000287820', 'ENST00000309576', 'ENST00000396999', 'ENST00000397000', 'ENST00000397010', 'ENST00000397012', 'ENST00000397015', 'ENST00000397023', 'ENST00000397026', 'ENST00000397029', 'ENST00000438682', 'ENST00000455517', 'ENST00000477039', 'ENST00000497594', 'ENST00000643197', 'ENST00000643888', 'ENST00000644622', 'ENST00000650650', 'ENST00000650761', 'ENST00000650840', 'ENST00000651735', 'ENST00000651826', 'ENST00000652098', 'ENST00000652431', 'ENST00000652522']
58	MA0068.2	PAX4	PAX4	ENSG00000106331	['ENST00000338516', 'ENST00000341640', 'ENST00000378740', 'ENST00000463946', 'ENST00000477423', 'ENST00000483494', 'ENST00000611453', 'ENST00000639438']
59	MA0069.1	Pax6	Pax6	ENSG00000007372	['ENST00000241001', 'ENST00000379107', 'ENST00000379109', 'ENST00000379111', 'ENST00000379115', 'ENST00000379123', 'ENST00000379129', 'ENST00000379132', 'ENST00000419022', 'ENST00000423822', 'ENST00000438681', 'ENST00000455099', 'ENST00000464174', 'ENST00000470027', 'ENST00000471303', 'ENST00000474783', 'ENST00000481563', 'ENST00000494377', 'ENST00000524853', 'ENST00000525535', 'ENST00000527769', 'ENST00000530373', 'ENST00000530714', 'ENST00000531910', 'ENST00000532175', 'ENST00000532916', 'ENST00000533156', 'ENST00000533333', 'ENST00000534353', 'ENST00000534390', 'ENST00000606377', 'ENST00000638250', 'ENST00000638278', 'ENST00000638346', 'ENST00000638629', 'ENST00000638685', 'ENST00000638696', 'ENST00000638755', 'ENST00000638762', 'ENST00000638802', 'ENST00000638853', 'ENST00000638878', 'ENST00000638903', 'ENST00000638913', 'ENST00000638914', 'ENST00000638963', 'ENST00000638965', 'ENST00000639006', 'ENST00000639034', 'ENST00000639054', 'ENST00000639061', 'ENST00000639079', 'ENST00000639109', 'ENST00000639203', 'ENST00000639386', 'ENST00000639394', 'ENST00000639409', 'ENST00000639548', 'ENST00000639916', 'ENST00000639920', 'ENST00000639943', 'ENST00000639950', 'ENST00000640038', 'ENST00000640125', 'ENST00000640172', 'ENST00000640242', 'ENST00000640251', 'ENST00000640287', 'ENST00000640335', 'ENST00000640368', 'ENST00000640431', 'ENST00000640460', 'ENST00000640610', 'ENST00000640613', 'ENST00000640617', 'ENST00000640684', 'ENST00000640735', 'ENST00000640766', 'ENST00000640819', 'ENST00000640872', 'ENST00000640963', 'ENST00000640975', 'ENST00000643871', 'ENST00000645710']
60	MA0070.1	PBX1	PBX1	ENSG00000185630	['ENST00000340699', 'ENST00000367897', 'ENST00000420696', 'ENST00000465089', 'ENST00000467023', 'ENST00000468104', 'ENST00000474046', 'ENST00000482110', 'ENST00000485769', 'ENST00000496120', 'ENST00000498497', 'ENST00000540236', 'ENST00000558796', 'ENST00000558837', 'ENST00000559240', 'ENST00000559560', 'ENST00000559578', 'ENST00000560469', 'ENST00000560641', 'ENST00000605467', 'ENST00000612123', 'ENST00000627490']
61	MA0071.1	RORA	RORA	ENSG00000069667	['ENST00000261523', 'ENST00000309157', 'ENST00000335670', 'ENST00000449337', 'ENST00000551975', 'ENST00000557822', 'ENST00000558234', 'ENST00000558904', 'ENST00000559145', 'ENST00000559343', 'ENST00000559587', 'ENST00000560004', 'ENST00000560300', 'ENST00000561093']
62	MA0072.1	RORA(var.2)	RORA	ENSG00000069667	['ENST00000261523', 'ENST00000309157', 'ENST00000335670', 'ENST00000449337', 'ENST00000551975', 'ENST00000557822', 'ENST00000558234', 'ENST00000558904', 'ENST00000559145', 'ENST00000559343', 'ENST00000559587', 'ENST00000560004', 'ENST00000560300', 'ENST00000561093']
63	MA0073.1	RREB1	RREB1	ENSG00000124782	['ENST00000334984', 'ENST00000349384', 'ENST00000379933', 'ENST00000379938', 'ENST00000467782', 'ENST00000471433', 'ENST00000475946', 'ENST00000483150', 'ENST00000491191', 'ENST00000611109']
64	MA0074.1	RXRA::VDR	RXRA	ENSG00000186350	['ENST00000356384', 'ENST00000481739', 'ENST00000484822', 'ENST00000649020']
65	MA0076.1	ELK4	ELK4	ENSG00000158711	['ENST00000289703', 'ENST00000357992', 'ENST00000468523', 'ENST00000616704', 'ENST00000617725']
66	MA0076.2	ELK4	ELK4	ENSG00000158711	['ENST00000289703', 'ENST00000357992', 'ENST00000468523', 'ENST00000616704', 'ENST00000617725']
67	MA0077.1	SOX9	SOX9	ENSG00000125398	['ENST00000245479', 'ENST00000645356']
68	MA0079.1	SP1	SP1	ENSG00000185591	['ENST00000327443', 'ENST00000426431', 'ENST00000548560', 'ENST00000551969']
69	MA0079.2	SP1	SP1	ENSG00000185591	['ENST00000327443', 'ENST00000426431', 'ENST00000548560', 'ENST00000551969']
70	MA0079.3	SP1	SP1	ENSG00000185591	['ENST00000327443', 'ENST00000426431', 'ENST00000548560', 'ENST00000551969']
71	MA0080.1	SPI1	SPI1	ENSG00000066336	['ENST00000227163', 'ENST00000378538', 'ENST00000533030', 'ENST00000533968']
72	MA0080.2	SPI1	SPI1	ENSG00000066336	['ENST00000227163', 'ENST00000378538', 'ENST00000533030', 'ENST00000533968']
73	MA0080.4	SPI1	SPI1	ENSG00000066336	['ENST00000227163', 'ENST00000378538', 'ENST00000533030', 'ENST00000533968']
74	MA0081.1	SPIB	SPIB	ENSG00000269404	['ENST00000270632', 'ENST00000439922', 'ENST00000594188', 'ENST00000594685', 'ENST00000595883', 'ENST00000596074', 'ENST00000597855', 'ENST00000599923']
75	MA0083.1	SRF	SRF	ENSG00000112658	ENST00000265354
76	MA0083.2	SRF	SRF	ENSG00000112658	ENST00000265354
77	MA0083.3	SRF	SRF	ENSG00000112658	ENST00000265354
78	MA0084.1	SRY	SRY	ENSG00000184895	ENST00000383070
79	MA0088.2	ZNF143	ZNF143	ENSG00000166478	['ENST00000299606', 'ENST00000396597', 'ENST00000396602', 'ENST00000396604', 'ENST00000412390', 'ENST00000414370', 'ENST00000417726', 'ENST00000438144', 'ENST00000447186', 'ENST00000496276', 'ENST00000526657', 'ENST00000527597', 'ENST00000530463', 'ENST00000531943', 'ENST00000532305', 'ENST00000532577', 'ENST00000533542', 'ENST00000534265']
80	MA0090.1	TEAD1	TEAD1	ENSG00000187079	['ENST00000334310', 'ENST00000525312', 'ENST00000526600', 'ENST00000527376', 'ENST00000527575', 'ENST00000527636', 'ENST00000638666']
81	MA0090.2	TEAD1	TEAD1	ENSG00000187079	['ENST00000334310', 'ENST00000525312', 'ENST00000526600', 'ENST00000527376', 'ENST00000527575', 'ENST00000527636', 'ENST00000638666']
82	MA0091.1	TAL1::TCF3	TAL1	ENSG00000162367	['ENST00000294339', 'ENST00000371884', 'ENST00000459729', 'ENST00000464796', 'ENST00000465912', 'ENST00000481091']
83	MA0093.1	USF1	USF1	ENSG00000158773	['ENST00000368019', 'ENST00000368020', 'ENST00000368021', 'ENST00000472217', 'ENST00000473969', 'ENST00000491629', 'ENST00000496363', 'ENST00000528768', 'ENST00000529476', 'ENST00000531842', 'ENST00000534633']
84	MA0093.2	USF1	USF1	ENSG00000158773	['ENST00000368019', 'ENST00000368020', 'ENST00000368021', 'ENST00000472217', 'ENST00000473969', 'ENST00000491629', 'ENST00000496363', 'ENST00000528768', 'ENST00000529476', 'ENST00000531842', 'ENST00000534633']
85	MA0095.1	YY1	YY1	ENSG00000100811	['ENST00000262238', 'ENST00000553625', 'ENST00000554371', 'ENST00000554579', 'ENST00000554804', 'ENST00000623799', 'ENST00000651219']
86	MA0095.2	YY1	YY1	ENSG00000100811	['ENST00000262238', 'ENST00000553625', 'ENST00000554371', 'ENST00000554579', 'ENST00000554804', 'ENST00000623799', 'ENST00000651219']
